batch_id,line,machine,shift,material_lot,operator_tenure_months,target_cycle_time_sec,actual_cycle_time_sec,ambient_temp_c,humidity_pct,pressure_bar,vibration_mm_s,tool_age_hours,planned_runtime_min,actual_runtime_min,unplanned_downtime_min,planned_units,good_units,defect_units,scrap_cost_inr,rework_minutes,defect_rate
172,Line_B,M09,Night,L063,22.9,46.67,53.24,31.98,52.54,5.079,0.597,69.41,444.12,412.58,31.54,375,352,23,899.34,12.59,0.06133
173,Line_A,M08,Evening,L064,12.3,53.55,59.73,27.86,61.73,5.298,1.415,20.11,400.79,394.3,6.49,308,292,16,747.25,10.6,0.05195
174,Line_D,M09,Night,L078,29.9,50.02,56.53,32.14,48.33,3.822,1.053,73.4,410.72,396.86,13.87,387,356,31,1426.52,10.38,0.0801
175,Line_A,M03,Night,L097,22.1,54.25,54.14,27.02,69.6,5.858,0.758,1.98,425.44,408.98,16.46,193,184,9,399.73,4.05,0.04663
176,Line_A,M07,Morning,L086,25.3,45.78,48.85,28.26,39.64,4.743,0.821,49.42,448.79,433.39,15.4,269,267,2,70.73,0.99,0.00743
177,Line_B,M16,Evening,L098,41.1,47.79,45.77,27.43,45.42,5.248,1.01,62.84,405.98,393.6,12.38,281,277,4,193.3,2.69,0.01423
178,Line_D,M09,Evening,L018,12.2,45.0,48.74,32.52,61.39,5.192,1.087,59.87,380.45,331.93,48.52,342,321,21,847.39,9.77,0.0614
179,Line_D,M06,Evening,L056,15.6,45.9,51.14,31.4,44.43,4.64,0.762,8.5,413.19,395.99,17.19,265,250,15,779.63,5.13,0.0566
180,Line_C,M04,Evening,L089,17.1,43.56,45.01,26.66,47.97,5.378,0.796,60.24,442.66,436.05,6.61,330,306,24,1053.68,11.98,0.07273
181,Line_D,M13,Morning,L043,18.8,40.77,39.63,29.11,71.33,4.918,1.245,14.57,389.32,382.87,6.45,359,334,25,864.27,11.85,0.06964
182,Line_D,M08,Night,L049,32.0,43.33,45.1,27.19,45.74,4.648,1.171,44.0,410.08,387.07,23.01,235,222,13,473.77,6.2,0.05532
183,Line_B,M10,Morning,L033,22.9,44.89,49.98,29.86,47.19,4.448,1.157,42.48,425.07,417.43,7.64,377,357,20,1009.21,12.51,0.05305
184,Line_B,M07,Morning,L093,15.6,44.01,45.97,39.13,55.1,4.818,1.111,117.09,416.92,409.57,7.35,257,239,18,771.13,9.32,0.07004
185,Line_C,M01,Night,L009,32.9,46.6,50.57,31.44,46.32,5.536,0.97,30.29,444.08,433.72,10.36,325,302,23,897.76,10.67,0.07077
186,Line_C,M05,Night,L088,34.9,54.1,53.87,35.08,41.54,6.226,0.893,73.13,427.96,413.91,14.05,298,269,29,1332.08,15.02,0.09732
187,Line_B,M10,Night,L052,32.0,42.34,44.74,31.69,61.76,5.378,0.841,72.49,408.61,386.4,22.21,336,324,12,569.38,5.9,0.03571
188,Line_A,M04,Night,L002,34.6,56.03,57.13,34.02,44.66,5.622,0.901,33.14,414.67,404.03,10.64,315,297,18,687.51,9.09,0.05714
189,Line_C,M09,Morning,L024,16.0,42.02,41.95,31.39,67.34,4.787,0.612,40.52,424.81,409.72,15.09,373,349,24,1015.45,13.52,0.06434
190,Line_A,M14,Evening,L067,24.5,46.28,46.82,32.97,54.45,5.313,0.643,53.66,430.61,423.97,6.64,359,351,8,360.84,3.81,0.02228
191,Line_D,M04,Morning,L070,8.5,45.51,47.77,33.85,46.77,5.585,1.14,43.56,368.55,343.36,25.19,396,378,18,753.3,11.77,0.04545
192,Line_A,M14,Evening,L044,26.5,48.27,46.96,33.36,44.21,5.593,1.423,86.49,410.84,400.49,10.35,305,292,13,499.55,11.24,0.04262
193,Line_A,M03,Night,L108,21.4,50.28,53.12,30.88,62.73,5.016,1.316,27.83,411.51,408.11,3.41,204,197,7,293.33,3.59,0.03431
194,Line_D,M08,Night,L005,22.0,49.45,57.37,33.1,58.74,4.816,1.345,14.62,423.45,390.71,32.75,383,365,18,814.42,10.72,0.047
195,Line_A,M11,Night,L078,27.4,50.73,50.39,31.88,54.78,5.523,0.808,6.22,404.29,395.88,8.41,414,398,16,779.0,14.24,0.03865
196,Line_A,M04,Evening,L031,28.3,46.75,51.16,29.75,47.23,5.637,1.052,35.25,410.24,382.87,27.37,231,220,11,461.61,6.1,0.04762
197,Line_C,M04,Evening,L105,18.8,45.16,50.63,31.82,25.0,4.882,0.589,46.4,418.11,385.82,32.28,320,301,19,773.86,10.29,0.05938
198,Line_D,M08,Morning,L117,22.5,44.17,50.52,30.54,60.12,5.835,0.929,62.84,418.8,414.3,4.5,297,290,7,210.0,3.49,0.02357
199,Line_A,M01,Evening,L012,17.7,41.14,39.68,28.68,61.52,4.389,0.832,13.66,422.53,410.54,11.99,372,358,14,635.55,5.65,0.03763
200,Line_B,M15,Morning,L066,29.2,50.38,50.31,28.36,45.07,5.133,1.121,48.09,424.7,398.38,26.32,213,210,3,139.25,1.77,0.01408
201,Line_C,M05,Evening,L086,16.9,50.19,48.26,30.35,54.52,4.923,0.742,26.51,424.68,420.08,4.59,337,312,25,1148.72,13.79,0.07418
202,Line_D,M13,Morning,L079,30.3,47.11,50.64,26.44,54.44,5.483,0.85,79.02,424.79,395.74,29.05,297,283,14,601.55,6.45,0.04714
203,Line_B,M05,Morning,L055,14.2,34.49,37.33,28.78,46.64,5.53,1.069,21.62,422.09,408.58,13.5,377,364,13,521.83,5.25,0.03448
204,Line_A,M13,Night,L008,34.4,42.79,41.52,35.65,50.83,5.877,1.033,48.04,427.12,399.45,27.67,390,354,36,1663.64,23.99,0.09231
205,Line_A,M03,Morning,L035,10.6,45.28,44.17,24.41,54.89,5.22,0.761,29.09,400.78,396.88,3.9,271,267,4,144.5,1.98,0.01476
206,Line_A,M12,Evening,L105,8.4,48.29,49.12,28.77,63.44,5.385,0.846,38.84,416.21,403.5,12.71,378,372,6,283.98,2.53,0.01587
207,Line_A,M12,Evening,L117,32.9,51.1,53.39,30.4,69.23,5.43,0.915,83.17,417.41,406.82,10.59,344,337,7,280.6,4.92,0.02035
208,Line_C,M12,Evening,L020,17.7,50.67,51.61,32.94,48.37,5.084,0.981,89.81,416.99,402.75,14.24,266,253,13,440.26,6.92,0.04887
209,Line_A,M01,Night,L007,14.0,40.19,40.85,28.63,42.57,4.47,0.855,23.69,431.7,421.48,10.21,349,333,16,701.97,9.97,0.04585
210,Line_B,M03,Night,L027,17.4,49.48,51.49,30.28,54.18,5.401,0.872,9.33,435.46,431.98,3.48,210,202,8,320.6,4.7,0.0381
211,Line_C,M14,Morning,L029,33.3,52.18,52.69,31.79,47.24,4.28,1.035,45.71,421.38,380.88,40.5,345,329,16,642.64,9.75,0.04638
212,Line_C,M06,Evening,L036,20.8,40.6,39.56,27.51,47.07,4.939,1.226,55.87,419.27,394.0,25.27,406,384,22,1108.15,15.0,0.05419
213,Line_A,M13,Morning,L053,32.1,48.84,53.4,31.38,55.06,3.661,0.905,26.3,443.62,408.86,34.76,308,293,15,688.02,13.33,0.0487
214,Line_D,M14,Night,L092,22.3,49.07,48.28,33.15,42.85,5.486,0.844,77.13,433.93,419.77,14.16,407,390,17,772.41,12.01,0.04177
215,Line_C,M12,Morning,L098,4.4,46.29,47.54,26.73,62.66,5.356,1.403,24.19,412.52,407.49,5.04,340,319,21,819.86,7.48,0.06176
216,Line_C,M03,Night,L065,9.4,50.78,50.21,27.84,43.98,5.198,0.703,50.21,391.64,387.31,4.33,213,202,11,538.7,5.8,0.05164
217,Line_A,M06,Night,L032,11.0,47.78,52.84,27.8,65.44,5.461,0.58,18.77,411.1,404.47,6.64,332,322,10,440.05,5.56,0.03012
218,Line_A,M02,Night,L021,31.9,52.96,54.66,24.19,43.18,5.245,0.545,40.69,428.75,423.87,4.88,264,255,9,342.17,3.97,0.03409
219,Line_D,M01,Evening,L038,16.5,53.89,55.26,30.23,46.21,4.341,0.696,11.87,400.22,393.12,7.1,236,227,9,358.68,6.13,0.03814
220,Line_B,M14,Evening,L100,25.1,49.82,52.65,23.52,54.74,5.568,1.041,31.33,416.32,387.75,28.58,372,361,11,391.71,6.25,0.02957
221,Line_B,M08,Evening,L081,32.0,43.75,45.33,34.14,42.77,5.027,1.122,33.62,429.53,395.44,34.09,368,360,8,369.81,3.88,0.02174
222,Line_B,M13,Morning,L071,19.1,49.31,56.37,17.7,35.09,5.277,0.938,10.61,429.01,377.59,51.42,378,367,11,458.84,4.63,0.0291
223,Line_C,M03,Morning,L018,17.3,47.0,52.59,21.97,35.7,4.837,0.675,10.79,429.92,415.53,14.39,305,295,10,410.73,3.66,0.03279
224,Line_D,M03,Night,L004,19.5,44.89,43.97,30.85,57.39,5.312,0.727,29.59,423.99,419.55,4.44,418,403,15,693.95,5.81,0.03589
225,Line_B,M10,Evening,L118,23.5,50.61,48.7,30.98,54.18,5.421,0.85,10.84,435.87,428.32,7.55,395,383,12,591.05,6.39,0.03038
226,Line_D,M09,Night,L020,34.0,44.46,49.89,31.01,53.67,4.908,1.425,46.14,446.74,421.88,24.86,185,171,14,519.26,6.13,0.07568
227,Line_A,M07,Morning,L071,18.3,49.91,55.82,24.88,55.84,4.928,0.668,37.31,436.23,424.11,12.12,235,233,2,84.01,1.4,0.00851
228,Line_C,M01,Morning,L104,11.7,46.45,45.9,34.24,36.31,5.487,0.762,9.08,449.5,428.27,21.23,311,301,10,515.02,5.56,0.03215
229,Line_C,M05,Evening,L095,39.8,54.66,55.62,32.66,52.16,5.383,0.872,94.47,386.67,377.33,9.33,360,336,24,906.62,12.24,0.06667
230,Line_A,M03,Morning,L109,22.2,51.85,50.8,36.25,45.03,4.699,1.005,17.6,430.24,406.39,23.85,226,216,10,436.63,4.93,0.04425
231,Line_A,M03,Night,L088,10.1,39.5,42.22,29.86,45.24,5.923,0.947,19.24,433.64,420.03,13.61,209,204,5,253.11,2.97,0.02392
232,Line_B,M05,Morning,L071,27.8,45.26,48.93,37.16,46.61,4.604,0.586,41.7,395.85,382.36,13.48,276,263,13,570.88,6.66,0.0471
233,Line_D,M11,Evening,L096,9.4,51.54,52.88,20.32,54.23,5.181,0.693,7.13,448.27,417.57,30.7,389,377,12,401.08,8.44,0.03085
234,Line_C,M12,Morning,L110,25.0,43.77,50.88,26.73,59.96,4.863,0.628,61.79,428.01,420.26,7.74,349,332,17,674.88,8.58,0.04871
235,Line_D,M13,Evening,L028,28.7,47.23,45.97,29.49,56.3,5.274,0.869,17.8,402.29,387.93,14.36,415,398,17,666.87,7.78,0.04096
236,Line_D,M05,Evening,L028,6.0,51.95,55.37,25.21,55.48,4.923,0.833,6.89,419.46,413.56,5.9,385,373,12,483.52,8.78,0.03117
237,Line_B,M09,Evening,L059,22.7,47.31,49.64,35.56,50.02,5.997,0.862,61.45,448.21,422.41,25.81,321,303,18,728.13,12.75,0.05607
238,Line_D,M13,Night,L080,24.8,51.21,55.85,33.82,46.96,4.97,0.769,64.45,417.15,404.19,12.96,294,278,16,750.57,5.72,0.05442
239,Line_A,M08,Evening,L032,17.1,52.83,55.96,42.12,46.47,5.857,0.657,34.1,450.49,444.09,6.41,217,204,13,553.47,6.12,0.05991
240,Line_A,M01,Evening,L111,28.4,50.5,52.13,32.89,48.7,5.038,0.817,70.88,416.03,396.73,19.29,304,299,5,238.69,2.09,0.01645
241,Line_D,M08,Evening,L023,17.3,49.21,51.22,28.83,32.86,5.539,1.265,80.18,406.44,402.15,4.29,213,203,10,394.91,4.18,0.04695
242,Line_D,M01,Night,L110,14.5,38.65,40.04,29.85,55.63,5.371,0.85,44.52,420.79,417.66,3.13,409,400,9,379.48,5.22,0.022
243,Line_A,M07,Night,L117,22.2,46.55,43.84,29.17,50.91,4.692,0.923,19.23,430.6,425.96,4.64,359,345,14,565.4,8.88,0.039
244,Line_C,M05,Morning,L091,35.7,47.51,44.2,35.19,49.86,5.107,0.9,37.42,420.94,416.03,4.91,296,284,12,483.42,6.38,0.04054
245,Line_C,M15,Night,L044,35.4,51.43,49.29,31.77,47.37,5.275,0.723,7.45,374.18,361.04,13.14,315,292,23,1008.43,13.11,0.07302
246,Line_D,M12,Morning,L059,19.8,54.01,54.39,36.91,37.84,5.133,0.744,22.12,421.44,414.24,7.2,228,222,6,260.86,3.22,0.02632
247,Line_C,M11,Morning,L080,46.6,44.97,45.46,30.14,57.2,4.641,0.699,51.86,390.62,389.34,1.28,382,366,16,652.47,10.02,0.04188
248,Line_B,M16,Night,L074,22.5,48.34,50.69,34.85,64.11,5.577,1.194,31.29,393.1,389.07,4.02,395,378,17,750.42,7.13,0.04304
249,Line_B,M16,Evening,L010,47.4,48.09,47.78,27.55,42.91,4.731,0.832,36.71,444.17,439.98,4.19,346,338,8,306.57,4.0,0.02312
250,Line_B,M06,Night,L012,43.2,55.3,55.97,30.64,50.17,5.323,0.446,99.38,422.41,403.63,18.77,391,370,21,844.88,13.52,0.05371
251,Line_C,M09,Evening,L022,16.0,57.55,59.9,30.96,52.31,4.965,0.951,33.89,461.51,445.42,16.09,298,278,20,902.04,10.24,0.06711
252,Line_D,M09,Morning,L043,26.3,45.81,49.79,34.0,41.86,5.765,0.885,161.07,423.16,407.01,16.15,212,199,13,629.83,8.76,0.06132
253,Line_B,M01,Evening,L070,41.4,44.04,44.5,35.34,46.55,5.659,0.975,59.65,409.81,405.21,4.61,323,314,9,472.27,4.55,0.02786
254,Line_A,M01,Evening,L059,9.8,39.88,37.67,25.07,47.75,5.179,0.713,57.9,422.15,420.31,1.84,327,322,5,152.48,2.15,0.01529
255,Line_A,M06,Morning,L036,24.1,45.5,45.11,31.06,50.88,5.167,1.088,64.39,424.46,412.49,11.97,381,376,5,225.54,3.14,0.01312
256,Line_C,M01,Evening,L027,31.5,48.48,47.36,36.57,35.08,5.423,0.927,46.24,438.14,425.96,12.18,419,398,21,761.77,12.01,0.05012
257,Line_D,M12,Evening,L109,27.7,46.17,45.1,28.15,42.01,5.044,1.024,25.95,402.23,388.76,13.48,260,253,7,292.97,3.34,0.02692
258,Line_A,M01,Morning,L032,44.5,53.81,53.02,36.36,65.0,5.505,1.641,10.63,414.54,409.32,5.22,380,370,10,398.04,5.71,0.02632
259,Line_A,M04,Night,L020,11.6,49.73,48.2,37.93,53.05,4.099,0.632,38.94,426.83,414.81,12.02,385,346,39,1855.04,25.42,0.1013
260,Line_C,M02,Evening,L062,44.8,43.99,44.07,29.76,42.37,5.417,1.224,26.95,408.49,405.73,2.76,194,178,16,693.65,10.69,0.08247
261,Line_A,M08,Morning,L061,20.1,54.65,53.44,35.0,51.77,5.082,1.18,54.04,421.83,405.19,16.64,412,400,12,456.59,6.88,0.02913
262,Line_D,M14,Evening,L083,26.6,45.19,40.36,35.8,60.63,5.186,0.724,31.97,427.69,415.42,12.27,346,336,10,489.77,3.97,0.0289
263,Line_B,M01,Morning,L049,13.8,48.19,50.23,24.9,54.73,5.086,0.927,56.16,398.48,393.17,5.31,240,237,3,154.46,1.63,0.0125
264,Line_A,M11,Night,L087,34.6,49.75,53.22,28.88,45.96,5.491,0.336,8.05,470.0,443.29,26.71,350,339,11,512.96,7.29,0.03143
265,Line_D,M09,Evening,L065,7.6,46.96,51.33,26.72,47.99,5.342,1.352,26.79,406.69,383.81,22.88,232,218,14,426.99,9.09,0.06034
266,Line_A,M15,Morning,L090,19.2,50.03,55.27,36.96,37.07,5.54,1.212,30.62,427.56,427.25,0.31,354,336,18,793.23,6.86,0.05085
267,Line_B,M10,Evening,L084,16.4,46.95,48.13,30.81,54.62,5.208,0.707,67.55,417.84,406.68,11.16,247,239,8,392.99,2.91,0.03239
268,Line_A,M14,Morning,L061,25.0,54.01,55.05,34.37,46.05,6.318,0.764,6.69,468.36,466.63,1.73,198,196,2,81.14,0.87,0.0101
269,Line_A,M12,Night,L039,22.9,45.12,48.58,27.56,46.35,5.117,1.1,43.63,423.52,420.67,2.86,390,376,14,647.7,6.67,0.0359
270,Line_A,M13,Morning,L047,24.2,45.58,44.19,30.82,56.23,5.337,0.735,31.06,440.46,423.0,17.46,209,202,7,258.72,4.44,0.03349
271,Line_A,M08,Morning,L095,31.6,44.4,44.86,31.01,57.75,4.91,0.626,73.68,410.37,401.46,8.91,218,217,1,35.57,0.52,0.00459
272,Line_A,M06,Night,L078,14.5,51.99,51.06,33.52,52.86,5.234,1.029,47.44,420.21,413.11,7.1,324,313,11,513.66,4.27,0.03395
273,Line_A,M09,Night,L118,26.6,49.37,53.14,32.19,62.3,5.193,0.969,16.5,390.5,357.71,32.79,387,372,15,695.66,10.92,0.03876
274,Line_C,M03,Morning,L100,37.5,48.84,45.02,32.51,45.4,5.029,1.024,26.92,421.92,419.62,2.3,412,394,18,805.81,12.96,0.04369
275,Line_C,M12,Evening,L041,33.2,49.46,47.67,33.64,49.1,5.792,0.951,131.96,402.13,384.39,17.74,304,281,23,1152.55,10.05,0.07566
276,Line_B,M02,Night,L070,20.1,48.42,46.25,24.01,51.24,5.103,0.784,13.02,406.57,404.44,2.13,250,240,10,495.73,6.6,0.04
277,Line_B,M15,Morning,L013,19.9,45.37,42.91,30.18,37.23,5.414,1.007,10.46,422.86,416.2,6.65,293,285,8,333.44,4.78,0.0273
278,Line_B,M01,Night,L057,37.3,47.45,48.94,34.26,44.81,5.242,0.496,45.11,423.65,420.5,3.15,328,314,14,541.64,5.29,0.04268
279,Line_D,M02,Evening,L009,23.4,39.87,38.96,33.69,56.23,5.226,0.558,14.39,417.85,409.76,8.1,370,359,11,598.78,4.61,0.02973
280,Line_D,M03,Night,L028,37.8,47.32,47.56,27.16,54.04,4.26,0.841,57.83,427.72,425.85,1.87,373,351,22,758.07,11.79,0.05898
281,Line_A,M03,Evening,L076,24.2,55.21,54.46,35.75,45.13,5.585,0.947,29.01,434.87,417.98,16.89,280,274,6,228.36,3.9,0.02143
282,Line_A,M01,Night,L074,15.2,43.13,43.23,30.69,40.95,5.665,1.191,30.23,410.32,396.21,14.11,352,335,17,793.27,7.89,0.0483
283,Line_A,M16,Morning,L016,10.2,46.92,50.19,32.38,45.18,5.01,0.889,39.92,445.56,437.62,7.95,304,302,2,71.29,0.91,0.00658
284,Line_A,M12,Night,L037,34.9,56.13,56.25,32.13,50.08,4.975,0.817,43.28,428.63,423.33,5.31,208,203,5,199.83,2.9,0.02404
285,Line_C,M05,Evening,L118,7.7,44.8,50.13,28.65,38.24,4.905,1.223,37.11,437.76,418.53,19.23,272,258,14,664.73,11.63,0.05147
286,Line_B,M07,Morning,L032,15.3,46.68,46.92,36.99,58.04,5.258,1.028,2.62,399.53,392.96,6.57,419,403,16,590.34,4.84,0.03819
287,Line_A,M04,Night,L058,43.8,37.45,37.97,28.08,46.58,6.092,1.077,31.43,405.94,384.09,21.85,189,176,13,545.49,8.87,0.06878
288,Line_B,M09,Morning,L100,11.8,38.73,43.92,33.48,60.55,5.924,1.15,48.0,404.29,378.58,25.71,314,297,17,574.67,8.79,0.05414
289,Line_C,M07,Morning,L037,14.3,41.25,43.53,34.07,60.76,4.415,0.664,38.15,429.19,427.97,1.22,224,213,11,515.83,5.18,0.04911
290,Line_A,M08,Evening,L119,29.8,47.79,49.91,30.36,41.39,4.487,1.039,40.93,445.2,441.56,3.64,225,216,9,360.38,5.31,0.04
291,Line_D,M07,Night,L033,24.5,44.76,43.78,30.11,72.31,5.331,0.778,48.6,451.45,447.71,3.74,346,323,23,857.98,15.44,0.06647
292,Line_A,M05,Evening,L039,19.6,47.86,47.84,32.41,58.45,4.612,0.631,13.13,418.49,410.31,8.18,315,304,11,400.72,7.09,0.03492
293,Line_D,M09,Morning,L101,29.2,52.31,49.2,33.12,42.57,4.538,0.869,25.93,409.69,397.29,12.39,306,286,20,772.09,11.01,0.06536
294,Line_A,M02,Morning,L091,22.4,44.89,45.83,28.95,60.43,5.411,0.679,25.83,414.91,409.37,5.54,358,353,5,150.0,2.95,0.01397
295,Line_D,M09,Morning,L096,5.4,54.39,57.22,28.06,45.61,5.437,1.212,70.29,415.15,406.69,8.46,331,308,23,890.13,9.62,0.06949
296,Line_D,M09,Evening,L016,15.8,49.06,48.3,29.57,34.13,4.43,1.0,31.5,427.09,403.58,23.52,305,277,28,864.14,17.08,0.0918
297,Line_D,M02,Morning,L117,13.5,55.9,57.18,28.56,44.49,5.417,0.714,20.92,431.96,421.53,10.43,269,259,10,513.88,6.11,0.03717
298,Line_D,M14,Night,L018,24.9,56.75,54.18,28.11,48.45,5.104,0.769,152.58,409.71,400.81,8.9,344,319,25,1160.59,10.66,0.07267
299,Line_C,M16,Night,L091,19.9,52.36,49.97,32.25,50.26,5.338,0.956,29.81,403.2,397.1,6.11,227,213,14,556.33,9.29,0.06167
300,Line_C,M12,Night,L089,39.1,45.11,47.76,31.56,55.3,5.7,0.875,16.23,406.93,385.58,21.35,396,382,14,626.65,8.72,0.03535
301,Line_C,M16,Evening,L014,7.9,52.38,54.61,30.72,69.63,5.98,0.734,64.85,445.11,433.84,11.27,329,303,26,1230.5,13.76,0.07903
302,Line_A,M15,Evening,L019,38.5,43.42,40.04,24.51,49.18,5.964,0.654,40.75,423.06,416.7,6.36,244,243,1,40.29,0.43,0.0041
303,Line_C,M12,Evening,L064,13.3,56.87,55.1,33.07,59.0,5.053,1.181,86.07,426.28,421.21,5.08,380,347,33,1241.62,18.85,0.08684
304,Line_B,M06,Evening,L118,54.6,48.42,47.96,27.18,46.82,4.456,1.402,15.89,405.41,379.53,25.88,274,259,15,636.66,8.47,0.05474
305,Line_D,M04,Night,L014,31.9,58.93,61.11,27.22,52.02,4.853,0.765,76.82,417.74,396.93,20.81,248,234,14,675.58,10.04,0.05645
306,Line_B,M14,Night,L040,22.6,44.41,40.0,30.65,56.25,5.033,0.39,35.67,424.85,416.98,7.87,385,365,20,894.79,8.89,0.05195
307,Line_B,M08,Morning,L043,19.0,49.49,50.46,31.95,62.02,5.4,1.501,11.08,412.6,407.71,4.88,310,291,19,904.83,12.11,0.06129
308,Line_C,M12,Morning,L114,31.2,48.09,55.7,26.53,35.97,5.608,1.112,2.88,424.67,421.07,3.6,403,392,11,423.3,4.37,0.0273
309,Line_A,M15,Evening,L117,33.2,51.89,55.94,33.46,48.28,4.917,0.668,33.65,418.4,412.96,5.44,395,389,6,275.55,4.73,0.01519
310,Line_A,M16,Morning,L085,28.2,42.88,43.06,27.97,63.85,5.103,1.213,14.7,421.94,408.21,13.73,245,239,6,242.31,4.38,0.02449
311,Line_B,M11,Evening,L058,8.1,42.86,43.99,27.71,49.66,5.192,0.97,17.49,409.53,401.69,7.85,385,367,18,764.06,12.49,0.04675
312,Line_B,M05,Night,L046,35.5,45.09,42.52,30.28,53.08,5.204,1.058,23.41,454.51,440.84,13.67,411,386,25,867.31,7.93,0.06083
313,Line_A,M02,Evening,L025,29.4,55.99,51.06,29.96,57.34,5.852,0.676,63.35,452.18,447.81,4.37,322,313,9,343.78,4.81,0.02795
314,Line_B,M13,Morning,L097,9.9,49.83,52.68,27.19,75.8,4.997,1.129,59.08,422.23,387.59,34.64,324,304,20,674.63,13.55,0.06173
315,Line_B,M01,Night,L076,36.2,44.61,44.77,29.82,55.52,6.742,1.145,97.43,434.1,419.55,14.55,269,254,15,525.21,10.95,0.05576
316,Line_B,M09,Morning,L031,25.2,39.14,41.71,36.7,56.78,4.941,0.395,31.91,385.87,369.35,16.52,342,324,18,724.07,8.11,0.05263
317,Line_B,M05,Evening,L075,38.9,50.53,49.66,35.67,40.99,4.634,1.119,28.29,412.49,408.79,3.7,275,258,17,736.89,10.51,0.06182
318,Line_C,M07,Evening,L095,16.0,48.13,54.0,38.55,45.36,5.333,1.073,77.78,431.07,410.14,20.93,330,308,22,978.01,16.29,0.06667
319,Line_B,M15,Morning,L031,29.5,41.68,44.63,30.1,60.81,4.616,0.322,47.07,406.41,397.94,8.47,203,198,5,216.73,3.32,0.02463
320,Line_D,M08,Night,L037,31.1,49.51,43.46,29.59,57.8,5.029,0.993,30.13,419.97,401.42,18.55,291,279,12,448.43,6.85,0.04124
321,Line_D,M03,Morning,L087,24.8,41.68,41.97,35.17,51.77,4.375,1.065,6.41,386.83,377.44,9.39,297,285,12,525.87,7.18,0.0404
322,Line_B,M07,Night,L007,26.3,49.1,51.8,37.32,42.07,5.293,0.774,29.52,421.13,413.44,7.69,256,247,9,366.9,4.68,0.03516
323,Line_B,M02,Night,L033,19.6,51.96,54.41,26.56,60.34,5.142,0.448,16.66,416.73,412.27,4.46,354,343,11,361.94,6.24,0.03107
324,Line_C,M15,Evening,L063,19.7,43.61,41.48,31.44,40.28,5.316,1.212,50.36,417.94,414.31,3.63,271,252,19,864.58,10.15,0.07011
325,Line_D,M01,Morning,L068,5.6,51.34,49.32,30.8,58.43,5.31,1.024,46.06,414.73,405.53,9.2,351,339,12,515.55,5.58,0.03419
326,Line_C,M16,Morning,L098,14.4,45.41,41.0,28.26,49.44,4.687,1.064,5.33,416.39,406.72,9.67,230,213,17,680.06,9.58,0.07391
327,Line_D,M04,Night,L095,21.5,39.88,45.42,27.58,46.62,5.042,0.986,50.72,413.74,392.57,21.17,272,255,17,717.55,8.26,0.0625
328,Line_C,M11,Morning,L009,26.9,47.25,47.2,32.83,52.02,5.795,0.719,9.66,416.15,405.79,10.36,249,243,6,262.34,3.64,0.0241
329,Line_C,M15,Night,L015,24.3,50.09,51.52,36.38,61.47,4.731,0.284,107.03,410.52,406.45,4.07,274,255,19,678.84,8.6,0.06934
330,Line_B,M04,Evening,L101,32.3,43.72,46.27,31.1,68.94,5.767,0.927,24.04,380.13,361.28,18.85,308,287,21,889.61,10.08,0.06818
331,Line_C,M15,Night,L074,13.0,42.92,44.28,25.94,46.61,5.322,0.765,44.96,411.95,401.04,10.92,367,344,23,800.38,14.33,0.06267
332,Line_A,M07,Night,L024,70.8,49.65,45.88,35.98,47.56,6.023,0.673,19.99,426.83,420.36,6.48,415,406,9,340.85,5.79,0.02169
333,Line_C,M09,Night,L093,18.6,48.61,52.02,33.39,53.89,5.993,0.293,24.76,449.91,441.05,8.86,297,275,22,757.76,13.37,0.07407
334,Line_D,M06,Morning,L104,21.0,44.37,45.97,31.27,37.69,4.753,1.202,76.5,395.74,378.57,17.17,334,323,11,421.83,5.9,0.03293
335,Line_A,M16,Night,L072,42.4,56.3,53.05,36.2,44.94,4.631,1.202,44.74,398.96,396.36,2.61,361,336,25,1010.85,10.3,0.06925
336,Line_C,M11,Evening,L092,28.4,49.85,46.19,30.13,52.25,5.172,0.959,15.77,434.0,425.87,8.12,226,209,17,661.18,10.22,0.07522
337,Line_A,M06,Evening,L109,24.6,45.74,45.54,27.67,49.71,5.066,0.947,23.63,422.65,415.49,7.16,262,256,6,198.0,2.85,0.0229
338,Line_C,M02,Night,L047,15.9,63.19,63.59,32.38,36.01,5.612,0.673,53.96,428.17,420.98,7.19,362,340,22,896.29,10.04,0.06077
339,Line_A,M15,Evening,L011,36.5,49.23,50.46,31.24,53.2,4.492,0.599,44.3,405.74,392.88,12.86,214,206,8,351.4,5.08,0.03738
340,Line_D,M11,Evening,L056,31.7,53.97,57.21,31.92,59.99,4.625,1.043,36.22,433.92,431.64,2.28,359,341,18,777.5,7.51,0.05014
341,Line_A,M03,Evening,L009,34.7,49.11,52.97,25.19,45.61,5.131,0.761,2.6,418.02,416.4,1.62,388,381,7,228.23,3.42,0.01804
342,Line_D,M08,Night,L066,16.4,45.31,45.59,26.64,82.29,6.008,0.621,75.62,395.43,390.04,5.39,292,251,41,1780.02,21.53,0.14041
343,Line_D,M05,Night,L072,38.8,46.53,50.11,27.95,52.45,6.378,1.013,15.61,428.31,403.08,25.24,243,232,11,548.58,4.27,0.04527
344,Line_C,M05,Evening,L052,16.7,45.16,46.28,28.25,60.64,5.188,0.939,9.11,424.95,417.74,7.21,380,360,20,907.5,11.59,0.05263
